tiempo_s,step,phase,pwm,pwm_pct,dt_s,delta_counts,omega_raw,omega_filt,rpm,total_counts,tension_equivalente_V
6.3,1,0,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
6.4,1,0,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
6.5,1,0,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
6.6,1,0,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
6.7,1,0,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
6.8,1,0,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
6.9,1,0,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
7.0,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
7.1,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
7.2,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
7.3,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
7.4,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
7.5,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
7.6,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
7.7,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
7.8,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
7.9,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
8.0,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
8.1,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
8.2,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
8.3,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
8.4,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
8.5,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
8.6,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
8.7,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
8.8,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
8.9,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
9.0,1,1,20,7.843,0.1,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
9.1,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
9.2,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
9.3,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
9.4,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
9.5,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
9.6,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
9.7,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
9.8,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
9.9,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
10.0,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
10.1,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
10.2,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
10.3,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
10.4,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
10.5,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
10.6,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
10.7,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
10.8,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
10.9,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
11.0,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
11.1,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
11.2,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
11.3,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
11.4,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
11.5,2,0,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
11.6,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
11.7,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
11.8,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
11.9,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
12.0,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
12.1,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
12.2,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
12.3,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
12.4,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
12.5,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
12.6,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
12.7,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
12.8,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
12.9,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
13.0,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
13.1,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
13.2,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
13.3,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
13.4,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
13.5,2,1,40,15.686,0.1,0.0,0.0,0.0,0.0,0.0,1.8823529411764706
13.6,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
13.7,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
13.8,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
13.9,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
14.0,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
14.1,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
14.2,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
14.3,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
14.4,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
14.5,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
14.6,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
14.7,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
14.8,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
14.9,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
15.0,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
15.1,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
15.2,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
15.3,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
15.4,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
15.5,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
15.6,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
15.7,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
15.8,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
15.9,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
16.0,3,0,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
16.1,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
16.2,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
16.3,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
16.4,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
16.5,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
16.6,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
16.7,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
16.8,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
16.9,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
17.0,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
17.1,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
17.2,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
17.3,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
17.4,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
17.5,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
17.6,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
17.7,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
17.8,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
17.9,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
18.0,3,1,60,23.529,0.1,0.0,0.0,0.0,0.0,0.0,2.823529411764706
18.1,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
18.2,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
18.3,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
18.4,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
18.5,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
18.6,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
18.7,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
18.8,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
18.9,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
19.0,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
19.1,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
19.2,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
19.3,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
19.4,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
19.5,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
19.6,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
19.7,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
19.8,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
19.9,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
20.0,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
20.1,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
20.2,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
20.3,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
20.4,4,0,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
20.5,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
20.6,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
20.7,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
20.8,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
20.9,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
21.0,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
21.1,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
21.2,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
21.3,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
21.4,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
21.5,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
21.6,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
21.7,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
21.8,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
21.9,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
22.0,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
22.1,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
22.2,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
22.3,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
22.4,4,1,80,31.373,0.1,0.0,0.0,0.0,0.0,0.0,3.764705882352941
22.5,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
22.6,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
22.7,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
22.8,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
22.9,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
23.0,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
23.1,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
23.2,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
23.3,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
23.4,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
23.5,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
23.6,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
23.7,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
23.8,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
23.9,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
24.0,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
24.1,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
24.2,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
24.3,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
24.4,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
24.5,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
24.6,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
24.7,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
24.8,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
24.9,5,0,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
25.0,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
25.1,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
25.2,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
25.3,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
25.4,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
25.5,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
25.6,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
25.7,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
25.8,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
25.9,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
26.0,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
26.1,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
26.2,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
26.3,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
26.4,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
26.5,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
26.6,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
26.7,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
26.8,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
26.9,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
27.0,5,1,100,39.216,0.1,0.0,0.0,0.0,0.0,0.0,4.705882352941177
27.1,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
27.2,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
27.3,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
27.4,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
27.5,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
27.6,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
27.7,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
27.8,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
27.9,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
28.0,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
28.1,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
28.2,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
28.3,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
28.4,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
28.5,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
28.6,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
28.7,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
28.8,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
28.9,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
29.0,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
29.1,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
29.2,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
29.3,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
29.4,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
29.5,6,0,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
29.6,6,1,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
29.7,6,1,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
29.8,6,1,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
29.9,6,1,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
30.0,6,1,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
30.1,6,1,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
30.2,6,1,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
30.3,6,1,120,47.059,0.1,0.0,0.0,0.0,0.0,0.0,5.647058823529412
